4 100 5
0.19145632130456625 0.1551978671965275 0.7100120743198577 0.3068545505284701
0.8121134374194127 0.0755429317946098 0.7258589585580152 0.06949392357596706
0.18165743748109098 0.9869725390598868 0.38520707787985187 0.8172368196056791
0.739127764028295 0.0453172801907028 0.440424369718442 0.8963423016202262
0.6027586333629654 0.09404586303241147 0.2618602877286321 0.21560622475101388
0.0551533958050886 0.4807588438654731 0.44689834930567907 0.15821057296110486
0.3415343091884794 0.6167027003268484 0.516833543486359 0.31265066996743096
0.74383456786979 0.3831227882961038 0.13604060810779395 0.31680021264562486
0.7581852296296364 0.41778681372699267 0.47299233282096387 0.33968432064559584
0.03010919009272439 0.3301916060316894 0.274772253674775 0.10301908465009979
0.9037147445322019 0.10677150085900056 0.36444577084663865 0.9079220641902631
0.0754772983558013 0.32805383508923924 0.4650902647251308 0.5944069653602884
0.7543762837802555 0.9653583686949077 0.5155081778732495 0.9145914096001834
0.724913220266904 0.6845319377709151 0.6593959399631505 0.6786314784280515
0.708410470499464 0.4766288278281897 0.4112790194235849 0.7397959738960814
0.8472535478355968 0.8140055961005741 0.9324319807124354 0.4271984966321557
0.4773262151585901 0.10645112599755335 0.2310147926164262 0.5409749157456222
0.7859213086363229 0.8277795398636052 0.5787484205310749 0.7275227770862782
0.30145690946473036 0.1645417447057318 0.8105910333019337 0.484481605352414
0.561193405196177 0.8192792968724538 0.8460166090361554 0.23714221505713096
0.7235008821950895 0.8121993580428577 0.8783796431692369 0.6990503841092464
0.2232499628307153 0.13212593035298392 0.6345027421501129 0.049371855374874984
0.4057616321990537 0.7737046636280311 0.03587586833636425 0.1563847429595543
0.9789553846272093 0.3075677589618052 0.8080066480182252 0.9465737085711817
0.5044342105616832 0.049764802693138765 0.15310931552076357 0.2894278206765022
0.47831623585157224 0.2632680858190335 0.11981309568256182 0.22343950906730847
0.39088902278812887 0.6120617097834781 0.7534981461470213 0.1448777803613439
0.8624466444990196 0.6015358872253941 0.09193092392406532 0.9830931415811609
0.04548127868974472 0.5171228306878336 0.8854503127659119 0.8875443290520564
0.36661420389302635 0.9113871045512979 0.6824211151321626 0.15762008475223332
0.9141052085003659 0.28073054323907887 0.7598819897322671 0.7647951935727608
0.7055456537629209 0.06519045828313985 0.06539297735197747 0.7635710411803812
0.9424336288384565 0.9040359874904415 0.004556392663432884 0.715786799421033
0.6133929730623463 0.71282993670474 0.9293393632954081 0.12761122444480855
0.9968875997541503 0.23940915862670065 0.4739374869479601 0.1251766014695861
0.2578216790628213 0.8136740301098326 0.9828469435492339 0.008857127069633819
0.8020990655849343 0.5740276065509028 0.05135931538157079 0.3283823640297475
0.8879081939023081 0.03981161747991668 0.5038051307712169 0.5283482598930239
0.12060792615570037 0.9168237025095505 0.10220221625240056 0.5093956515123046
0.8205574377235484 0.7013773613266576 0.12362928725974609 0.9544262211443676
0.3367128373334425 0.45314661346421403 0.7179232831413485 0.28822662521875286
0.07076608047016009 0.39863977596314226 0.3210127376246448 0.578738354848001
0.4310384027738495 0.7134053844704146 0.6476426094246958 0.06819408502217472
0.9060267355614031 0.6009620619008718 0.24193928568330603 0.9423551145253249
0.35598479620738877 0.4931685508596264 0.16993940685582898 0.6902215689683079
0.5304432179355226 0.798084842787998 0.06349594706644623 0.11316573476212988
0.04704860392493604 0.8869547716510605 0.4447632637803254 0.352306493654832
0.42658166268907294 0.7893747813953477 0.09334520726156703 0.009034644608727271
0.5486089248740956 0.5995193777317062 0.27918669696695 0.4732362778428647
0.30521153744452023 0.2873556734996051 0.4476612071340579 0.49713294509192807
0.6148642376844201 0.49579215369419394 0.7789839135181813 0.05967663563198422
0.3091514749803974 0.6470080383760791 0.19362830069681103 0.11068409453157035
0.07734925769527068 0.7930364642587809 0.8554290341218751 0.24178474034279684
0.8866065717588438 0.06740517137326851 0.7873403065179448 0.4372595710657916
0.5163986885389451 0.11445743796488317 0.1146733027888539 0.11471593546663417
